first_name,last_name,start_date,exit_date,title,supervisor,ad_email,business_unit,employee_status,employee_type,pay_zone,employee_classification_type,termination_type,termination_description,department_type,division,state,job_function_description,gender_code,location_code,race_desc,marital_desc,performance_score,current_employee_rating,employee_id,survey_date,engagement_score,satisfaction_score,worklife_balance_score,training_date,training_program_name,training_type,training_outcome,location,trainer,training_durationdays,training_cost
Kennedi,Howell,2022-08-21,2023-03-29,Production Technician I,Jonathan Franco,kennedi.howell@bilearner.com,EW,Voluntarily Terminated,Contract,Zone A,Part-Time,Resignation,Order protect raise exist by behind dream memory.,Production       ,Fielders,MA,Technician,Male,22735,Other,Divorced,Fully Meets,2,3284,,2,4,1,2022-10-20,Technical Skills,External,Incomplete,Loritown,Mark Lloyd,5,538.22
Rashad,Sutton,2021-07-16,2023-06-12,Production Technician I,Mark Mills,rashad.sutton@bilearner.com,MSC,Terminated for Cause,Contract,Zone B,Part-Time,Retirement,Know blue difficult let black choice require.,Production       ,Wireline Construction,MA,Laborer,Male,81424,Other,Single,PIP,4,3285,,3,3,3,2023-05-07,Project Management,External,Incomplete,Lake Michaelhaven,Kimberly Fisher,2,698.54
Regan,Conrad,2019-11-06,,Production Technician I,Kristina Hawkins,regan.conrad@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,MA,Project Manager,Female,70949,White,Divorced,PIP,3,3286,,3,1,4,2023-05-16,Project Management,External,Completed,West Frankside,Christopher Dudley,1,692.96
Litzy,Arias,2021-01-01,,Production Technician I,Bobby Parker,litzy.arias@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Con,MA,Laborer,Female,44442,Asian,Divorced,Fully Meets,1,3287,,5,1,2,2022-08-18,Project Management,Internal,Incomplete,Paulport,Becky James,3,997.37
Eden,Silva,2019-09-24,,Production Technician I,Mark Bolton,eden.silva@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,MA,Foreman,Female,92307,White,Divorced,Fully Meets,2,3288,,1,5,2,2022-12-15,Customer Service,Internal,Failed,South Patricia,Shawn Glass,1,523.79
Kinley,Serrano,2020-05-17,,Production Technician I,Mr. Aaron Mcclain,kinley.serrano@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,MA,Groundman,Female,87752,White,Divorced,Fully Meets,4,3289,,3,5,1,2023-03-31,Customer Service,Internal,Completed,Riggsstad,Daniel Ross,5,923.23
Jaiden,Middleton,2018-08-07,,Production Technician I,Jeffery Baker,jaiden.middleton@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,MA,Mechanic,Male,60198,Other,Single,Fully Meets,3,3290,,1,1,2,2023-01-24,Customer Service,External,Completed,Davisberg,Michael Howard,5,406.19
Shamar,Serrano,2023-08-01,,Production Technician I,Dustin Hoffman,shamar.serrano@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Con,MA,Flagger,Male,50905,Hispanic,Married,Fully Meets,2,3291,,1,1,3,2022-10-02,Technical Skills,Internal,Completed,East Ashley,Pedro Elliott,2,394.74
Nadia,Romero,2019-01-12,2020-01-09,Production Technician I,Connor Wallace,nadia.romero@bilearner.com,PYZ,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Retirement,Four read some later whether lose system.,Production       ,Field Operations,MA,Engineer,Male,2769,Asian,Single,Fully Meets,4,3292,,5,4,3,2023-01-03,Leadership Development,Internal,Passed,Lake Ronaldfort,Timothy Walker,5,237.3
Lillianna,Hill,2021-04-09,2022-11-29,Production Technician I,Cindy Ruiz,lillianna.hill@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone C,Full-Time,Retirement,Toward make herself high red writer week.,Production       ,General - Con,MA,Technician,Female,90732,Black,Married,Fully Meets,3,3293,,5,3,4,2023-01-19,Leadership Development,Internal,Incomplete,Mirandamouth,Tanya Avila,2,261.25
Brent,Henry,2022-06-04,2022-12-24,Production Technician I,Regina Dickerson,brent.henry@bilearner.com,NEL,Leave of Absence,Full-Time,Zone A,Temporary,Retirement,New begin remember understand.,Production       ,Aerial,MA,Lineman,Female,12076,Other,Divorced,Fully Meets,3,3294,,3,2,2,2023-07-09,Communication Skills,External,Incomplete,South William,Linda Serrano,3,582.07
Emmanuel,Perkins,2019-05-31,,Production Technician I,Joshua Wilson,emmanuel.perkins@bilearner.com,PL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,MA,Groundman,Female,27767,Black,Divorced,Fully Meets,5,3295,,1,2,1,2022-10-04,Leadership Development,Internal,Passed,Jeffersonville,Anna Raymond,4,286.88
Isis,Brooks,2019-01-07,2019-10-08,Production Technician I,Michael Palmer,isis.brooks@bilearner.com,BPC,Leave of Absence,Part-Time,Zone C,Full-Time,Voluntary,Maybe despite performance rather evidence.,Production       ,Field Operations,MA,Foreman,Male,24886,White,Married,PIP,2,3296,,1,4,5,2023-07-17,Communication Skills,Internal,Passed,New Ernest,William Davis,2,602.7
Axel,Dunlap,2020-07-18,2021-04-20,Production Technician I,Bryan Beasley,axel.dunlap@bilearner.com,CCDR,Leave of Absence,Contract,Zone A,Temporary,Retirement,Stock true summer together social.,Production       ,Field Operations,MA,Engineer,Male,25813,Black,Married,Fully Meets,4,3297,,2,3,3,2023-05-11,Communication Skills,External,Incomplete,Lake Danny,Alexandra Garcia,1,440.54
Tatum,Petty,2020-11-19,2021-05-21,Production Technician II,Sarah Escobar,tatum.petty@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Involuntary,Great unit evidence run.,Production       ,Field Operations,MA,Technician,Female,88404,Hispanic,Widowed,Fully Meets,5,3298,,3,4,4,2023-04-15,Customer Service,Internal,Completed,Millerburgh,Michael Smith,1,549.56
Devyn,Pace,2022-11-10,,Production Technician II,Tabitha Cunningham,devyn.pace@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,MA,Supervisor,Male,51576,White,Widowed,Fully Meets,4,3299,,4,1,2,2023-04-02,Leadership Development,Internal,Incomplete,North Brian,Danielle Santiago,4,721.03
Rosemary,Becker,2021-03-25,2022-05-08,Production Technician II,Mr. Gregory Mullins MD,rosemary.becker@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Resignation,Artist message call such.,Production       ,Field Operations,MA,Technician,Male,73771,White,Married,Fully Meets,2,3300,,1,1,3,2023-04-24,Leadership Development,External,Incomplete,Port Gregory,Shannon Knight,2,897.32
Amiah,Sweeney,2019-05-13,2022-08-13,Production Technician II,Michael Clark,amiah.sweeney@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Full-Time,Retirement,On crime student tough note.,Production       ,Field Operations,MA,Construction Manager,Male,65436,Black,Divorced,Fully Meets,1,3301,,2,2,2,2023-02-03,Customer Service,Internal,Incomplete,North Christopherberg,Sean Joyce,1,443.13
Maya,Mccoy,2019-06-07,2022-11-06,Production Technician II,Shawn Johnson,maya.mccoy@bilearner.com,PYZ,Leave of Absence,Full-Time,Zone A,Part-Time,Retirement,Year ever end drive.,Production       ,General - Con,MA,Lineman,Female,77353,Hispanic,Married,Fully Meets,4,3302,,5,1,2,2023-03-16,Communication Skills,External,Incomplete,Andreton,Scott Miranda,4,584.29
Ty,Page,2023-02-18,,Production Technician II,Kathy York,ty.page@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,MA,Laborer,Female,49310,Black,Single,Fully Meets,3,3303,,1,2,1,2023-07-19,Customer Service,Internal,Incomplete,Lake Dustin,Cheryl Watts,2,249.76
Destiney,Kirby,2019-04-02,,Production Technician II,Cynthia Morgan,destiney.kirby@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,MA,Foreman,Female,71443,Other,Single,Fully Meets,4,3304,,2,4,2,2023-06-15,Communication Skills,External,Incomplete,North Kevinburgh,Susan Nelson,2,123.32
Jace,Galloway,2020-11-30,2022-10-23,Production Technician I,Alex Lopez,jace.galloway@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone C,Part-Time,Involuntary,Billion approach middle behind national describe.,Production       ,Project Management - Con,MA,Coordinator,Female,18362,Other,Widowed,Fully Meets,4,3305,,5,4,5,2022-12-01,Project Management,Internal,Completed,North Charles,Nathaniel Thomas,1,149.24
Justice,Guerra,2022-09-24,2022-10-27,Production Technician I,Angela Terry,justice.guerra@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Reason common from ready.,Production       ,Field Operations,MA,Laborer,Male,78658,White,Married,PIP,4,3306,,3,5,1,2023-01-13,Project Management,External,Incomplete,East Derek,Stacy Diaz,3,267.72
Quincy,Cardenas,2019-06-21,,Production Technician I,Henry Armstrong Jr.,quincy.cardenas@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Executive,MA,Vp,Male,96247,Asian,Married,Fully Meets,4,3307,,2,4,1,2023-01-28,Leadership Development,Internal,Passed,Knightview,James Benton,5,837.16
Alyvia,Mitchell,2022-06-10,,Production Technician I,Mary Kent,alyvia.mitchell@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Unk,,Production       ,General - Sga,MA,Administrative,Female,70865,Black,Married,Fully Meets,3,3308,,1,3,2,2023-04-05,Project Management,Internal,Passed,Port Joeville,Joanna Rivers PhD,4,864.47
Lillie,Potter,2020-10-18,,Production Technician I,Kelly Brown,lillie.potter@bilearner.com,CCDR,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Finance & Accounting,MA,Assistant,Female,24730,White,Single,Fully Meets,1,3309,,2,3,5,2022-09-15,Customer Service,External,Completed,New Scottborough,Sean Sanchez,3,547.86
George,Fritz,2022-02-02,2023-02-04,Production Technician I,Sheryl Austin,george.fritz@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Retirement,Course appear wait police car.,Production       ,Executive,MA,Vp,Female,53426,Asian,Married,Fully Meets,3,3310,,4,5,5,2023-07-22,Project Management,External,Incomplete,West Vincent,Thomas Ray,3,514.23
William,Avila,2021-06-17,2021-12-03,Production Technician I,Christina Kennedy,william.avila@bilearner.com,EW,Active,Contract,Zone A,Temporary,Retirement,Ready image offer. According and reveal land.,Production       ,Field Operations,MA,Project Manager,Female,15819,Black,Widowed,Fully Meets,4,3311,,5,2,1,2022-12-10,Communication Skills,Internal,Passed,Benjaminchester,Antonio Cox,3,773.82
Saniya,Mosley,2018-12-01,,Production Technician I,Sara Grimes,saniya.mosley@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Engineers,MA,Engineer,Male,27839,Hispanic,Married,Fully Meets,4,3312,,3,1,4,2022-11-11,Communication Skills,Internal,Failed,New Adamborough,Christopher Ramirez,4,760.81
Aimee,Davila,2021-05-09,,Production Technician I,Teresa George,aimee.davila@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,MA,Assistant,Male,36560,Hispanic,Married,Fully Meets,3,3313,,1,2,2,2023-03-30,Technical Skills,Internal,Failed,Port Brittany,Jeffrey Higgins,1,705.95
German,Hobbs,2019-01-01,,Production Technician I,Shelly Turner,german.hobbs@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Eng,MA,Project Manager,Male,19525,Other,Widowed,Fully Meets,4,3314,,1,4,1,2023-06-10,Customer Service,External,Incomplete,Wongville,Emma Moran,2,651.52
Amy,Pace,2018-10-13,2020-03-18,Production Technician I,Crystal Richmond,amy.pace@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Director include student.,Production       ,Field Operations,MA,Locator,Female,85181,Other,Widowed,Fully Meets,3,3315,,5,3,4,2023-02-03,Leadership Development,Internal,Incomplete,Tonyamouth,Stephanie Obrien,1,976.59
Bronson,Houston,2020-04-25,2022-12-13,Production Technician I,Theresa Holmes,bronson.houston@bilearner.com,NEL,Leave of Absence,Part-Time,Zone C,Full-Time,Retirement,Movement beat thing attorney benefit mention I.,Production       ,Catv,MA,Lineman,Female,37802,Hispanic,Widowed,Fully Meets,3,3316,,2,1,2,2022-08-17,Communication Skills,Internal,Failed,Riveramouth,Mary Gibson,1,780.12
Shyann,Hurst,2022-03-17,,Production Technician I,Amanda Weiss,shyann.hurst@bilearner.com,PL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Finance & Accounting,MA,Specialist,Female,90537,Other,Single,Fully Meets,3,3317,,1,5,5,2022-12-20,Customer Service,External,Passed,Port Robert,Stephanie Edwards,1,870.15
Maddison,Dixon,2019-11-18,2022-02-10,Production Technician I,Thomas Figueroa,maddison.dixon@bilearner.com,BPC,Leave of Absence,Part-Time,Zone A,Full-Time,Resignation,Make oil new effort begin. Smile work dinner.,Production       ,People Services,MA,Administrator,Male,61532,White,Divorced,Fully Meets,3,3318,,4,3,3,2022-09-16,Leadership Development,Internal,Incomplete,North Taylorfurt,Lisa Hill,2,728.28
Madelynn,Murillo,2019-10-09,,Production Technician II,Bradley Snyder,madelynn.murillo@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,MA,Laborer,Female,34874,Hispanic,Married,Fully Meets,3,3319,,5,3,4,2023-06-27,Technical Skills,Internal,Completed,Ramirezland,Maurice Rivera,2,141.88
Zachery,Moreno,2020-05-18,,Production Technician II,Dennis Richards,zachery.moreno@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,MA,Foreman,Male,31303,Other,Divorced,Fully Meets,5,3320,,1,4,4,2022-10-16,Project Management,Internal,Completed,Cynthiaview,Brittany Rodriguez,3,678.77
Tatum,Terrell,2019-02-17,,Production Technician II,Eric Aguilar,tatum.terrell@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Engineers,MA,Technician,Male,37576,White,Single,Fully Meets,2,3321,,4,1,3,2022-08-23,Project Management,Internal,Passed,New Morganshire,Cynthia Bailey,1,134.05
Roland,Berg,2020-07-31,2022-09-27,Production Technician II,Kathleen Bowen,roland.berg@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Voluntary,Different down happen near impact.,Production       ,Aerial,MA,Lineman,Male,25557,White,Single,Fully Meets,4,3322,,2,5,4,2023-05-11,Communication Skills,External,Failed,South Davidtown,Dr. Derek Shaffer,5,371.76
Lilliana,Cowan,2023-06-17,2023-07-13,Production Technician II,Chloe Berg,lilliana.cowan@bilearner.com,SVG,Leave of Absence,Full-Time,Zone C,Temporary,Voluntary,Expect serious occur forward again.,Production       ,Project Management - Con,MA,Laborer,Female,27946,Black,Married,Fully Meets,4,3323,,5,3,5,2022-09-27,Communication Skills,External,Incomplete,South Johnside,Bradley Garcia,5,967.51
Beatrice,Vance,2019-06-30,2022-07-24,Production Technician II,Anna Martinez,beatrice.vance@bilearner.com,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Involuntary,Teach human market real upon.,Production       ,Splicing,MA,Splicer,Female,11516,Black,Divorced,PIP,3,3324,,3,2,5,2023-06-16,Technical Skills,External,Failed,East Lauraton,Keith Smith,3,468.78
Andrea,Khan,2021-07-13,2022-03-11,Production Technician II,Christopher Blankenship,andrea.khan@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Few space energy down natural.,Production       ,Field Operations,MA,Technician,Female,19512,White,Single,Fully Meets,3,3325,,4,5,5,2023-04-17,Technical Skills,External,Completed,South William,William Hernandez,4,747.42
Keagan,Vaughan,2022-01-14,,Production Technician I,Jackson Baird,keagan.vaughan@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Unk,,Production       ,General - Con,MA,Laborer,Male,20146,Hispanic,Divorced,Fully Meets,3,3326,,4,1,3,2022-11-06,Project Management,Internal,Completed,Floydview,Michael Bell,3,115.27
Selah,Ibarra,2020-01-01,,Production Technician I,Randy Wright,selah.ibarra@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Fielders,MA,Technician,Female,91044,Hispanic,Widowed,Fully Meets,1,3327,,5,1,1,2023-06-04,Customer Service,Internal,Incomplete,Karihaven,Ariel Hicks,3,454.55
Braylen,Cruz,2020-10-24,2023-04-11,Production Technician I,Pamela Carter,braylen.cruz@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Room that ahead sound work short right.,Production       ,Engineers,MA,Engineer,Male,24046,White,Married,Fully Meets,3,3328,,2,5,4,2022-11-26,Technical Skills,Internal,Failed,South Christopher,John Faulkner,1,391.22
Gabriel,Smith,2020-10-24,,Production Technician I,Robert Rogers,gabriel.smith@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Sga,MA,Coordinator,Male,90483,Hispanic,Divorced,Fully Meets,4,3329,,4,4,3,2022-12-21,Customer Service,External,Incomplete,Galvanville,Anthony Burton,3,845.51
Esther,Willis,2020-08-09,,Production Technician I,Michele Black,esther.willis@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Fielders,MA,Engineer,Female,83923,White,Divorced,Fully Meets,4,3330,,1,3,3,2023-04-22,Project Management,External,Incomplete,Greenfort,Manuel Byrd,2,713.22
Sydney,Chang,2019-03-24,2020-10-16,Production Technician I,Stephanie Pierce,sydney.chang@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Voluntary,Hair language song. Account father send talk.,Production       ,Field Operations,MA,Technician,Female,6014,Other,Single,Fully Meets,2,3331,,1,5,5,2022-08-11,Communication Skills,Internal,Passed,Franklinfurt,Angela Mitchell,2,242.55
Will,Morse,2022-10-29,,Production Technician I,Rebecca Moreno,will.morse@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Wireline Construction,MA,Driver,Female,34868,Other,Widowed,Fully Meets,3,3332,,2,4,5,2023-02-09,Technical Skills,Internal,Completed,New Kevintown,Heather Hoover,5,385.68
Yael,Sexton,2023-05-16,,Production Technician I,Jason Brady,yael.sexton@bilearner.com,EW,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,MA,Administrative,Male,45740,Hispanic,Single,Fully Meets,3,3333,,2,3,1,2023-01-05,Customer Service,Internal,Passed,Walkerport,Teresa Rogers,4,995.4
Brendon,Ryan,2023-05-30,,Production Technician I,Jonathan Miller,brendon.ryan@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Project Management - Con,MA,Drafter,Male,46494,White,Single,Fully Meets,3,3334,,1,4,2,2022-10-23,Project Management,External,Completed,Lake Bradley,Lauren Brown,5,583.4
Abbigail,Solis,2019-06-28,2021-12-16,Production Technician I,Mary Rivera,abbigail.solis@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone B,Temporary,Resignation,Certainly those above eye ball.,Production       ,Field Operations,MA,Driller,Male,38014,Other,Divorced,Fully Meets,3,3335,,5,1,3,2023-03-17,Project Management,Internal,Incomplete,North Rebecca,Linda Cunningham,5,388.61
Sincere,Preston,2023-03-25,2023-05-17,Production Technician I,Eric Huber,sincere.preston@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Take most future.,Production       ,General - Con,MA,Coordinator,Male,75099,Asian,Divorced,Fully Meets,3,3336,,4,4,2,2023-04-02,Leadership Development,Internal,Incomplete,Estradamouth,Stacey Anderson,4,290.13
Jorge,Pineda,2022-08-26,,Production Technician I,Michael Avery,jorge.pineda@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Engineers,MA,Project Manager,Female,12948,Black,Single,Fully Meets,3,3337,,5,5,2,2023-04-28,Customer Service,Internal,Failed,Brianbury,Christopher Warren,3,933.76
Aspen,Underwood,2019-11-15,,Production Technician I,David Spears,aspen.underwood@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,,Production       ,General - Con,MA,Laborer,Female,67665,Hispanic,Divorced,Fully Meets,3,3338,,3,2,4,2023-06-23,Project Management,External,Incomplete,Avilafurt,Michael Hill,3,796.62
Alyson,Hickman,2021-08-22,,Production Technician I,Matthew Lyons,alyson.hickman@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Technology / It,MA,Engineer,Male,50557,Hispanic,Divorced,Fully Meets,5,3339,,1,1,3,2023-02-02,Customer Service,External,Failed,North Jamesburgh,James Mclean,4,986.69
Mina,Hancock,2022-11-29,,Production Technician I,Jamie Murray,mina.hancock@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,MA,Technician,Male,87065,White,Married,Fully Meets,3,3340,,5,2,3,2023-07-09,Technical Skills,External,Failed,Hollyfort,Jeremy Paul,4,965.82
Konner,Sheppard,2022-10-15,2023-01-25,Production Technician II,Paul Watson,konner.sheppard@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Involuntary,A parent bit rich. Reflect north sometimes card.,Production       ,General - Con,MA,Splicer,Female,78768,White,Single,Fully Meets,1,3341,,3,5,3,2023-07-19,Technical Skills,Internal,Failed,South John,Krista Estrada,1,933.59
London,Nunez,2021-07-31,,Production Technician II,Mrs. Danielle Sanchez,london.nunez@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,MA,Lineman,Male,35072,Other,Widowed,Fully Meets,2,3342,,3,4,1,2022-11-15,Leadership Development,Internal,Failed,Clarkville,Guy Cuevas,4,583.66
Seth,Huff,2022-02-21,2023-05-26,Production Technician II,Kari Walker,seth.huff@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Do onto consumer sign. War instead effect role.,Production       ,Field Operations,MA,Mechanic,Male,87930,Hispanic,Married,Fully Meets,4,3343,,4,2,5,2023-07-05,Technical Skills,External,Failed,Lauramouth,Matthew Patterson,2,819.62
Justine,Villanueva,2021-08-29,,Production Technician II,Samantha Green,justine.villanueva@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,MA,Lineman,Male,71735,White,Married,Fully Meets,3,3344,,5,4,1,2022-11-20,Communication Skills,Internal,Failed,West Todd,Michael Schultz,5,925.0
Moshe,Anderson,2021-12-13,2023-01-29,Production Technician II,Michael Spencer,moshe.anderson@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,We give end nation but. Other measure across.,Production       ,Project Management - Con,MA,Director,Male,66521,Asian,Single,Fully Meets,4,3345,,1,1,3,2022-12-28,Project Management,External,Incomplete,Alexishaven,Julia Hernandez,5,127.93
Kadyn,Bush,2021-03-30,2022-02-12,Production Technician II,Juan Cooper,kadyn.bush@bilearner.com,SVG,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,Shoulder build catch commercial.,Production       ,Yard (Material Handling),MA,Lineman,Female,47048,Other,Divorced,Fully Meets,2,3346,,5,3,2,2022-10-27,Leadership Development,Internal,Incomplete,Johnsonberg,Elizabeth Lopez,1,608.47
Ahmed,Lindsey,2021-02-02,2022-05-13,Production Technician II,John Taylor,ahmed.lindsey@bilearner.com,EW,Leave of Absence,Contract,Zone C,Temporary,Resignation,Family defense six believe drug action although.,Production       ,Catv,MA,Operator,Female,17960,Hispanic,Divorced,Fully Meets,3,3347,,4,2,1,2023-01-24,Technical Skills,External,Incomplete,East Vicki,Theresa Martin,1,501.92
Ryder,Bray,2019-10-31,,Production Technician II,Michael Austin,ryder.bray@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,MA,Laborer,Female,42857,Asian,Widowed,Fully Meets,2,3348,,5,2,1,2023-04-29,Project Management,Internal,Passed,Kennethtown,Colton Knight,2,922.33
Taylor,Bonilla,2022-11-07,,Production Technician I,Sara Figueroa,taylor.bonilla@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Eng,MA,Drafter,Male,85935,Hispanic,Divorced,Fully Meets,3,3349,,1,4,3,2022-08-31,Project Management,Internal,Incomplete,West Garyburgh,Kimberly Ross,5,306.01
Jalen,Richmond,2022-11-20,,Production Technician I,Samantha Butler,jalen.richmond@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Project Management - Con,MA,Technician,Female,41824,Hispanic,Divorced,Fully Meets,5,3350,,2,1,1,2022-09-30,Project Management,Internal,Passed,Lake Elizabeth,Steven Smith,2,963.95
Kayden,Hill,2021-12-15,2022-04-06,Production Technician I,Amanda White,kayden.hill@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone C,Part-Time,Involuntary,Black truth campaign player child control firm.,Production       ,Shop (Fleet),MA,Warehouse,Male,57006,Hispanic,Married,Fully Meets,2,3351,,4,2,3,2023-02-17,Communication Skills,External,Incomplete,North Sabrina,Nicole Hernandez,1,388.02
Aubree,Mooney,2023-02-22,,Production Technician I,Sarah Walker,aubree.mooney@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,MA,Groundman,Male,82003,Other,Single,Fully Meets,3,3352,,2,5,2,2023-04-26,Project Management,Internal,Failed,Kyletown,Sandra Rodriguez,1,140.61
Haven,Donaldson,2020-03-29,,Production Technician I,Brent Davis,haven.donaldson@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,General - Con,MA,Lineman,Female,62032,Hispanic,Married,Fully Meets,3,3353,,2,3,2,2023-03-14,Project Management,External,Incomplete,Katherinestad,Lee Holt,3,749.47
Neil,Dunn,2021-08-09,2023-06-16,Production Technician I,Michael Brown,neil.dunn@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Retirement,Hundred still nearly stand risk treat.,Production       ,Field Operations,MA,Laborer,Female,14400,Asian,Single,Fully Meets,3,3354,,1,4,1,2022-11-19,Communication Skills,Internal,Incomplete,South Elizabeth,Sarah Ramirez,5,503.22
Darryl,Ponce,2023-01-02,2023-06-18,Production Technician I,Elizabeth Scott,darryl.ponce@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Resignation,Near fine four help likely. Because wrong nor.,Production       ,Aerial,MA,Technician,Female,34876,White,Divorced,Fully Meets,5,3355,,1,3,3,2023-06-14,Leadership Development,Internal,Passed,Kristamouth,Jimmy Day,4,492.21
Cade,Heath,2018-11-10,,Production Technician I,Marco Stephenson,cade.heath@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Eng,MA,Technician,Female,34856,Asian,Married,Needs Improvement,3,3356,,2,5,1,2022-08-08,Leadership Development,External,Completed,East Nicholefurt,Nicole Rodgers,5,890.94
Sidney,Hooper,2022-08-30,,Production Technician I,Kevin Fitzgerald,sidney.hooper@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Engineers,MA,Director,Male,78039,Asian,Married,Exceeds,1,3357,,3,3,1,2023-07-12,Technical Skills,Internal,Failed,Lake Jeffreyberg,Justin Henson,2,621.3
Johnathan,Mayo,2021-07-30,2022-12-03,Production Technician I,Jerry Williams,johnathan.mayo@bilearner.com,TNS,Leave of Absence,Full-Time,Zone A,Part-Time,Voluntary,Style up reality per.,Production       ,Field Operations,MA,Laborer,Male,67062,Black,Divorced,Fully Meets,3,3358,,1,1,2,2022-08-28,Customer Service,External,Failed,South Melissa,Eric Webb,5,806.4
Anika,Arroyo,2020-11-29,,Production Technician I,James Ward,anika.arroyo@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,MA,Laborer,Male,30982,Hispanic,Married,Exceeds,3,3359,,3,1,3,2023-04-13,Project Management,External,Passed,Port Janice,Meghan Romero,5,886.07
